JD,Flux,Flux Error,Mag,Mag Error,Limit,FWHM,Filter,Quality,Camera
2459635.5929246,-151.4764,1.5531,14.1746,99.9990,14.1746,1.49,g,B,br
2459636.5806841,292.3573,0.5043,10.2353,0.0019,15.3958,2.00,g,B,br
2459637.5747535,403.6377,0.1929,9.8851,0.0005,16.4394,1.50,g,G,br
2459640.5819919,282.3626,0.5372,10.2730,0.0021,15.3273,2.07,g,B,br
2459643.5775067,301.6184,0.5823,10.2014,0.0021,15.2397,2.32,g,G,br
2459761.8755469,346.7485,0.4730,10.0500,0.0015,15.4654,1.47,g,G,br
2459767.8728665,102.5213,0.8670,11.3730,0.0092,14.8076,1.46,g,B,br
2459768.8649064,398.2323,0.4995,9.8997,0.0014,15.4063,1.44,g,G,br
2459769.84011,380.6067,0.5249,9.9489,0.0015,15.3525,1.42,g,G,br
2459770.8539599,407.0758,0.4149,9.8759,0.0011,15.6079,1.45,g,G,br
2459773.8371252,362.2802,1.2392,10.0025,0.0037,14.4197,1.68,g,G,br
2459781.8165191,23.1116,1.1369,12.9905,0.0535,14.5134,1.38,g,G,br
2459786.8133555,378.9860,0.2886,9.9535,0.0008,16.0019,1.57,g,G,br
2459788.8158963,410.5310,0.2732,9.8667,0.0007,16.0614,1.40,g,G,br
2459789.8082579,397.9890,0.2262,9.9004,0.0006,16.2662,1.49,g,G,br
2459790.8018583,415.8093,0.2840,9.8528,0.0007,16.0192,1.39,g,G,br
2459792.7847566,413.6035,0.2516,9.8586,0.0007,16.1509,1.40,g,G,br
2459793.7854292,332.6851,0.4240,10.0950,0.0014,15.5841,1.39,g,G,br
2459794.7773663,361.7963,0.3745,10.0039,0.0011,15.7189,1.45,g,G,br
2459796.7819697,341.8559,0.4248,10.0655,0.0014,15.5821,1.43,g,G,br
2459800.7745201,387.8317,0.2836,9.9285,0.0008,16.0207,1.39,g,G,br
2459801.7606928,411.8021,0.3796,9.8633,0.0010,15.7044,1.52,g,G,br
2459802.7728087,394.6409,0.5378,9.9096,0.0015,15.3262,1.55,g,G,br
2459805.7556113,418.3802,0.5505,9.8461,0.0014,15.3007,1.54,g,G,br
2459806.7486652,418.4040,0.6107,9.8461,0.0016,15.1880,1.53,g,G,br
2459820.7068762,373.0663,0.3145,9.9706,0.0009,15.9086,1.53,g,G,br
2459827.6854432,392.0940,0.1987,9.9166,0.0006,16.4074,1.42,g,G,br
2459828.6809335,411.1154,0.2658,9.8652,0.0007,16.0914,1.50,g,G,br
2459830.6886204,357.5072,0.7213,10.0169,0.0022,15.0073,1.45,g,G,br
2459835.6670056,351.0946,0.4732,10.0365,0.0015,15.4649,1.41,g,G,br
2459838.6489068,414.4869,0.2247,9.8563,0.0006,16.2735,1.41,g,G,br
2459839.6562066,431.2280,0.2853,9.8133,0.0007,16.0142,1.41,g,G,br
2459840.6468376,398.1404,0.1698,9.9000,0.0005,16.5779,1.43,g,G,br
2459843.6403079,462.2369,0.3584,9.7379,0.0008,15.7667,1.42,g,G,br
2459844.6469225,407.8484,0.3244,9.8738,0.0009,15.8750,1.41,g,G,br
2459845.6380356,394.3445,0.1911,9.9104,0.0005,16.4494,2.05,g,G,br
2459846.6300709,419.1843,0.2782,9.8441,0.0007,16.0417,1.46,g,G,br
2459847.6303689,395.7933,0.2032,9.9064,0.0006,16.3829,1.46,g,G,br
2459848.6260778,344.1244,0.3519,10.0583,0.0011,15.7867,1.43,g,G,br
2459849.6236065,454.1612,0.3708,9.7570,0.0009,15.7298,1.45,g,G,br
2459850.6338921,437.2171,0.3258,9.7983,0.0008,15.8702,1.39,g,G,br
2459853.6526029,438.3778,0.3402,9.7954,0.0008,15.8233,1.38,g,G,br
2459854.6079347,390.7157,0.2928,9.9204,0.0008,15.9862,1.51,g,G,br
2459855.6370953,428.1100,0.3245,9.8212,0.0008,15.8745,1.41,g,G,br
2459865.6688758,461.4040,0.7361,9.7399,0.0017,14.9853,1.52,g,G,br
2459866.7857921,459.1273,0.6710,9.7452,0.0016,15.0859,1.51,g,G,br
2459876.5948656,417.6985,0.4491,9.8479,0.0012,15.5218,1.59,g,G,br
2459880.5773989,402.2501,0.1926,9.8888,0.0005,16.4410,1.51,g,G,br
2459880.5786508,398.6379,0.2166,9.8986,0.0006,16.3136,1.60,g,G,br
2459882.8067146,456.3856,0.4134,9.7517,0.0010,15.6116,1.46,g,G,br
2459884.7284628,466.1282,0.4072,9.7288,0.0009,15.6282,1.40,g,G,br
2459885.8013174,451.5186,0.3749,9.7634,0.0009,15.7178,1.40,g,G,br
2459885.8025577,455.1014,0.4412,9.7548,0.0011,15.5411,1.41,g,G,br
2459886.7935078,456.2997,0.4560,9.7519,0.0011,15.5051,1.45,g,G,br
2459887.7399884,466.1713,0.3784,9.7287,0.0009,15.7077,1.48,g,G,br
2459888.7500535,473.0151,0.4345,9.7129,0.0010,15.5577,1.48,g,G,br
2459893.810803,440.5686,0.5553,9.7900,0.0014,15.2913,1.51,g,G,br
2459893.813272,439.8745,0.5441,9.7917,0.0013,15.3134,1.49,g,G,br
2459894.7399687,459.7695,0.3854,9.7437,0.0009,15.6878,1.46,g,G,br
2459897.7758004,442.1466,0.3341,9.7861,0.0008,15.8430,1.48,g,G,br
2459897.7770291,441.1289,0.3671,9.7887,0.0009,15.7406,1.49,g,G,br
2459898.7872962,88.2925,0.8763,11.5353,0.0108,14.7960,1.55,g,B,br
2459902.6122349,443.6008,0.3574,9.7826,0.0009,15.7699,1.50,g,G,br
2459907.6470049,457.0873,0.3870,9.7501,0.0009,15.6835,1.44,g,G,br
2459927.5897494,445.2712,0.3343,9.7785,0.0008,15.8424,1.65,g,G,br
2459979.6573211,399.3879,0.4876,9.8966,0.0013,15.4326,1.68,g,G,br
2459984.6283103,407.6034,0.2537,9.8745,0.0007,16.1418,1.59,g,G,br
2459988.6281817,32.5457,1.0730,12.6188,0.0358,14.5762,1.45,g,G,br
2459990.6164938,-54.7250,1.1016,14.5476,99.9990,14.5476,1.44,g,B,br
2459998.6014232,343.5917,0.3842,10.0600,0.0012,15.6911,1.52,g,G,br
2459998.6026523,347.3446,0.4198,10.0482,0.0013,15.5951,1.48,g,G,br
2459999.584291,368.1559,0.3341,9.9850,0.0010,15.8428,1.66,g,G,br
2460004.5830137,101.0404,2.1262,11.3888,0.0229,13.8336,1.67,g,B,br
2460007.5770114,380.6758,0.8971,9.9487,0.0026,14.7705,1.94,g,G,br
2460138.8907189,385.8331,0.2247,9.9341,0.0006,16.2735,1.43,g,G,br
2460142.8498115,386.7843,0.3894,9.9314,0.0011,15.6766,1.51,g,G,br
2460149.8296259,368.1846,0.3098,9.9849,0.0009,15.9249,1.43,g,G,br
2460154.8218337,383.7101,0.3069,9.9401,0.0009,15.9351,1.43,g,G,br
2460156.8075067,370.6266,0.4137,9.9777,0.0012,15.6110,1.53,g,G,br
2460161.7953038,380.5124,0.3494,9.9491,0.0010,15.7942,1.51,g,G,br
2460166.7635927,380.5904,0.2702,9.9489,0.0008,16.0733,1.64,g,G,br
2460167.9012107,356.6811,0.3302,10.0194,0.0010,15.8556,1.52,g,G,br
2460167.9026481,357.4545,0.4519,10.0170,0.0014,15.5150,1.54,g,G,br
2460190.7104,367.4666,0.3161,9.9870,0.0009,15.9032,1.49,g,G,br
2460193.7071206,366.8134,0.2767,9.9890,0.0008,16.0476,1.60,g,G,br
2460196.7036527,383.7614,0.2433,9.9399,0.0007,16.1874,1.45,g,G,br
2460202.6725566,360.0699,0.3115,10.0091,0.0009,15.9189,1.49,g,G,br
2460203.6672769,364.9694,0.2720,9.9944,0.0008,16.0664,1.43,g,G,br
2460205.675741,368.0564,0.3296,9.9853,0.0010,15.8577,1.48,g,G,br
2460207.7589823,418.6850,0.3264,9.8453,0.0008,15.8684,1.53,g,G,br
2460230.5823352,345.6875,0.3513,10.0534,0.0011,15.7885,1.66,g,G,br
2460231.5829246,353.7032,0.3574,10.0285,0.0011,15.7699,1.61,g,G,br
2460232.6131136,366.3220,0.3764,9.9904,0.0011,15.7135,1.49,g,G,br
2460234.6100375,379.7832,0.2635,9.9512,0.0008,16.1005,1.42,g,G,br
2460236.5791296,340.7728,0.3696,10.0689,0.0012,15.7334,1.51,g,G,br
2460237.58759,364.9618,0.2836,9.9944,0.0008,16.0210,1.53,g,G,br
2460238.590474,-97.0392,1.2747,14.3891,99.9990,14.3891,1.60,g,B,br
2460243.624874,357.4893,0.6041,10.0169,0.0018,15.1998,1.59,g,G,br
2460244.5652781,370.5970,0.5533,9.9778,0.0016,15.2953,1.56,g,G,br
2460251.5657281,367.0340,0.3224,9.9883,0.0010,15.8817,1.67,g,G,br
2460252.5557965,386.9976,0.1874,9.9308,0.0005,16.4707,1.61,g,G,br
2460253.5576531,195.8303,0.7161,10.6704,0.0040,15.0152,2.06,g,G,br
2460256.6010267,397.7961,0.2040,9.9009,0.0006,16.3784,1.47,g,G,br
2460267.589932,399.5562,0.2480,9.8961,0.0007,16.1663,1.45,g,G,br
2460268.6171553,376.2047,0.3788,9.9615,0.0011,15.7067,1.48,g,G,br
2460278.5924617,314.9448,0.6305,10.1545,0.0022,15.1534,1.50,g,G,br
2460282.7832002,287.2749,0.6758,10.2543,0.0026,15.0780,1.51,g,G,br
2460284.7762259,305.4739,0.4774,10.1876,0.0017,15.4554,1.45,g,G,br
2460304.5676217,423.1890,1.8931,9.8337,0.0049,13.9597,1.58,g,G,br
2460337.6627113,351.1645,1.5907,10.0363,0.0049,14.1487,1.46,g,G,br
2460341.6498598,338.8410,0.5244,10.0751,0.0017,15.3536,1.45,g,G,br
2460342.6505825,333.8923,0.4371,10.0910,0.0014,15.5512,1.43,g,G,br
2460348.6275471,325.9654,0.4867,10.1171,0.0016,15.4346,1.56,g,G,br
2460353.6154741,341.6173,0.5669,10.0662,0.0018,15.2688,1.44,g,G,br
2460354.6124651,334.9776,0.6265,10.0875,0.0020,15.1604,1.48,g,G,br
2460355.6017975,341.4004,0.4997,10.0669,0.0016,15.4060,1.52,g,G,br
